Hostname,Status
MOT-27597-L,Online
MALAD-20652-L,Online
MOT-SUJITKORDE-L,Offline
MOT-31881-L,Offline
MOT-32261--L,Offline
MOT-25925-L,Offline
MOT-37732-L,Offline
MALAD-T0094-L,Offline
MOT-24934-L,Offline
MOT-24019-L,Offline
MOT-22930-L,Offline
Total Online,2
Total Offline,9
